BSUP-COMBIIRON,,2055,double charge vitrified,,http://www.materialtree.com/cengres-italian-combi-iron-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Combi Iron 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Combi Iron (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CHOCKOBROWN,,2054,double charge vitrified,,http://www.materialtree.com/cengres-silver-chocko-brown-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Silver Chocko Brown 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',72 ,Cengres Chocko Brown (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ELEMENTGREY,,2063,double charge vitrified,,http://www.materialtree.com/cengres-silver-element-grey-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Silver Element Grey 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',72 ,Cengres Element Grey (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ELEMENTBEIGE,,2062,double charge vitrified,,http://www.materialtree.com/cengres-silver-element-beige-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Silver Element Beige 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',72 ,Cengres Element Beige (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LAVANTA,,2080,600mm double charge,,http://www.materialtree.com/cengres-gold-plus-dth-lavanta-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Lavanta 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Lavanta (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-BENZMIST,,2030,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-benz-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Benz Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Benz Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CREMAMIST,,2057,600mm double charge,,http://www.materialtree.com/cengres-gold-dth-crema-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold DTH Crema Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',76 ,Cengres Crema Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CORALMIST,,2056,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-coral-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Coral Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Coral Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-JAIPURMIST,,2075,600mm double charge,,http://www.materialtree.com/cengres-gold-dth-jaipur-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold DTH Jaipur Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   No  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',76 ,Cengres Jaipur Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-EUROPA,,2067,double charge vitrified,,http://www.materialtree.com/cengres-ruby-dth-europa-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Ruby DTH Europa 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Europa (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-JAISALMER,,2076,600mm double charge,,http://www.materialtree.com/cengres-gold-plus-dth-jaisalmer-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Jaisalmer 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   No  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Jaisalmer (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-GOLDMIST,,2069,600mm double charge,,http://www.materialtree.com/cengres-gold-dth-gold-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold DTH Gold Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',76 ,Cengres Gold Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-SILKGOLD,,2114,600mm double charge,,http://www.materialtree.com/cengres-ruby-dth-silk-gold-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Ruby DTH Silk Gold 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Silk Gold (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-RENOMIST,,2110,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-reno-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Reno Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Reno Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-QUARTZMIST,,2109,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-quartz-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Quartz Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   No  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Quartz Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-OPERAMIST,,2100,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-opera-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Opera Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Opera Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-OCEANMIST,,2095,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-ocean-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Ocean Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Ocean Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ROSSOMIST,,2112,x 600mm double,,http://www.materialtree.com/cengres-gold-plus-dth-rosso-mist-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Rosso Mist 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Rosso Mist (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-SILKPINK,,2116,600mm double charge,,http://www.materialtree.com/cengres-ruby-dth-silk-pink-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Ruby DTH Silk Pink 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   No  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Silk Pink (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-SILKPEACH,,2115,600mm double charge,,http://www.materialtree.com/cengres-ruby-dth-silk-peach-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Ruby DTH Silk Peach 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',82 ,Cengres Silk Peach (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MATRIXWHITEXL,,2089,x 800mm double,,http://www.materialtree.com/cengres-gold-dth-matrix-white-xl-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Gold DTH Matrix White XL 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   No  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',85 ,Cengres Matrix White XL (800mm x 800mm) 3 PCS Per Box 20.67 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CEMENTOBEIGE,,2040,double charge vitrified,,http://www.materialtree.com/cengres-spanise-cemento-beige-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Cemento Beige 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Cemento Beige (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ANDINOCOPPER,,2024,double charge vitrified,,http://www.materialtree.com/cengres-spanise-andino-copper-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Andino Copper 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Andino Copper (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ATRIAGRIS,,2027,double charge vitrified,,http://www.materialtree.com/cengres-spanise-atria-gris-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Atria Gris 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Atria Gris (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ANDINOGRIS,,2025,double charge vitrified,,http://www.materialtree.com/cengres-spanise-andino-gris-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Andino Gris 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Andino Gris (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CARMENBEIGE,,2037,double charge vitrified,,http://www.materialtree.com/cengres-wood-carmen-beige-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Carmen Beige 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Carmen Beige (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ATRIABEIGE,,2026,double charge vitrified,,http://www.materialtree.com/cengres-spanise-atria-beige-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Atria Beige 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Atria Beige (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CARMENGRIS,,2039,double charge vitrified,,http://www.materialtree.com/cengres-wood-carmen-gris-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Carmen Gris 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Carmen Gris (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CARMENBROWN,,2038,double charge vitrified,,http://www.materialtree.com/cengres-wood-carmen-brown-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Carmen Brown 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Carmen Brown (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MAJESTYBLANCO,,2087,double charge vitrified,,http://www.materialtree.com/cengres-italian-majesty-blanco-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Majesty Blanco 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Majesty Blanco (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MACAUVAMARFIL,,2086,double charge vitrified,,http://www.materialtree.com/cengres-spanise-macauva-marfil-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Macauva Marfil 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Macauva Marfil (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LEMONMISTXL,,2082,800mm x 800mm,,http://www.materialtree.com/cengres-gold-plus-dth-lemon-mist-xl-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Lemon Mist XL 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Lemon Mist XL (800mm x 800mm) 3 PCS Per Box 20.67 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-FORUMGRIS,,2068,double charge vitrified,,http://www.materialtree.com/cengres-italian-forum-gris-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Forum Gris 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Forum Gris (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LAURENTBROWN,,2078,double charge vitrified,,http://www.materialtree.com/cengres-italian-laurent-brown-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Laurent Brown 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Laurent Brown (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LAVANTAXL,,2081,x 800mm double,,http://www.materialtree.com/cengres-gold-plus-dth-lavanta-xl-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Lavanta XL 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Lavanta XL (800mm x 800mm) 3 PCS Per Box 20.67 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-CEMENTOSAND,,2041,double charge vitrified,,http://www.materialtree.com/cengres-spanise-cemento-sand-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Cemento Sand 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Cemento Sand (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LIBRASCREMA,,2083,double charge vitrified,,http://www.materialtree.com/cengres-spanise-libras-crema-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Libras Crema 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',86 ,Cengres Libras Crema (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-OPERAMISTXL,,2101,800mm x 800mm,,http://www.materialtree.com/cengres-gold-plus-dth-opera-mist-xl-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Gold Plus DTH Opera Mist XL 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',90 ,Cengres Opera Mist XL (800mm x 800mm) 3 PCS Per Box 20.67 or1.92 Sq.Ft Double Charge Vitrified Tiles'
